form	sentence_1	sentence_2	label
forhøje	lystslottet skulle forhøjes med et stokværk inden det blev givet sit navn Rosenborg	Et pocheret æg forhøjede nydelsen af den velsmagende, rygende varme suppe	0
forkert	i din daglige avis vil du garanteret ofte finde eksempler på forkerte orddelinger	Kjolen er krøbet, den er forkert vasket	1
forlade	Dennis forlod skolen som 15-årig og søgte derefter ind i hæren	partiet truede straks med at forlade regeringen	1
forsidepige	Hun har været forsidepige på 250 modemagasiner og hun har været model for verdens bedste fotografer	Hun har ofte været forsidepige på de store modemagasiner, og er en kendt model hos Gianni Versace, Laura Biagotti og Salvatore Ferragamo	1
forsikre	Er den forsikrede under 18 år er forsikringssummen ved død begrænset til 10.000 kr.	Stol på mig, forsikrede Inge. Alt skal blive godt igen!	0
forståelse	der føres en samtale på tysk, der prøver eksaminandens forståelse af teksten	At få tydet min aura gav mig en større og dybere forståelse for, hvem jeg selv er	1
forsvinde	Røveren forsvandt ad Viborgvej i en hvid Opel Ascona	Taxaen forsvinder i regnen	1
forsøge	Faderen tog sin lighter i handskerummet og forsøgte at tænde en cigaret, men den var for våd	En 52-årig bilist blev utålmodig i en færgekø og forsøgte en hasarderet overhaling	1
fortrolighed	I fortrolighed arbejder repræsentanter fra universitetet, forskningsområdet, Kræftens Bekæmpelse og Rigshospitalet med en redningsplan for forskningscenteret	Der udviklede sig hurtigt en fortrolighed mellem de to, som gjorde det muligt for Else at fortælle om hendes søns skæbne	0
fortrop	de skiftende avantgarder .. havde følt sig som kunstens fortrop	En fortrop på 1800 amerikanske soldater er for tiden på vej til Somalia, og en række andre lande har givet tilsagn om at ville bidrage til FN-styrken	0
fortrydelse	I brevene hjem er han da fuld af fortrydelse over ikke at skrive længere og ikke at skrive oftere	man behøver ikke at sprøjte dyrene med kønshormoner, som det i dag til EFs store fortrydelse er praksis i USA	0
fortsætte	Det milde vejr fortsætter. I hvert fald i de næste fem dage	arbejdsløsheden er fortsat med at stige	1
forudsætning	Et par kan altså gratis medtage to børn på hotellet under forudsætning af, at børnene sover i opredning på værelset	Et sådant intensiveret samarbejde mellem de tre parter er den bedste forudsætning for at løse den fælles opgave	1
forældrepar	For tiden har Torben Larsen seks stinkdyrsunger og et forældrepar	Én ting har altid stået lysende klart for det unge forældrepar: Dorthe var et ønskebarn, og det vil hun altid være	0
forældreside	På forældresiderne er der en lang række aktivitetsforslag og ideer til, hvordan forældre kan støtte børnenes indlæring på en hensigtsmæssig måde	Vores sommer og julefest 2005 kan ses og høres på forældresiden, hvor man også kan se nye fotos	1
forøgelse	Hvis tabletterne øger mænds risiko for blodprop, er det i alt fald kun en meget lille forøgelse	Lovforslaget vil medføre en forøgelse af de årlige driftsudgifter og tilskud på ialt ca. 5,5 mill. kr.	0
freak	Jeg har altid været lidt af en freak med tegneserier	tre freaks var i færd med at riste tjald	0
fred	For at få fred gik vi langt væk fra de steder hvor turisterne opholdt sig	Hvis ikke I kan holde fred nu, må jeg lukke jer inde på hver sit værelse, sagde mor	0
frembringe	Gud selv frembragte alt, hvad der ånder og lever, mennesket og al Jordens fylde	Lars Lilholt er en fin musiker, der har frembragt megen god, ny musik	1
frembringelse	Ved produktion forstås f.eks. frembringelsen af fødevarer, redskaber/maskiner, boliger og beklædning	kunsten gik en ny blomstring i møde i 1400-tallets Italien, stærkt påvirket af det gamle Grækenlands og Roms frembringelser	0
fremkomme	Vi fremkom med en hel del ønsker, og disse blev, ikke overraskende totalt overhørt	sælgeren er fremkommet med nødvendig dokumentation	1
frifinde	Senere blev han frifundet, men anklagemyndigheden ankede frifindelsen	slankeprofessor Arne Astrup .. frifinder sin egen Nupo-kur for at være farlig	0
frigive	OB skal som alle andre danske klubber frigive landsholdsudtagne spillere	Alle søstrene bærer vielsesringe, som symboliserer båndet til Gud, og kun biskoppen kan frigive dem	1
friløb	ZyberAxe fås som dreng og pige med 5 Sachs gear (m. fodbremse) og 7 Sachs gear (m. friløb	nerverne sad på højkant, da den danske skøjteløber .. skulle præsentere sit friløb ved EM	0
frisk	Vi skal have fiskeret med rødspættefileter på frisk spinat	Man lader æggene befrugte med mandlige sædceller, som kan være friske eller hentet fra en sædbank i nedfrossen tilstand	1
fræse	virksomheden fræser profiler -- d.v.s. riller og mønstre -- i plane emner. Primært gælder det nu låger til skabe	Bilerne fræsede forbi og sendte kaskader af sort regnvand op fra rendestenen	0
fugtig	han sveder, hans hud er klam og fugtig	Fjern støvet med en kost eller en fugtig klud	1
fylde	Har du som så mange piger problemet med lidt for meget fylde om mave og liv, er stramme jeans både afslørende og ubekvemme	Synet alene var intet at byde nogen. Stemmen var for resten heller ikke af fylde	1
fyrtårn	jeg savner frygteligt en god mand. Han behøver ikke være noget fyrtårn, for jeg er kun 140 cm høj	Tysklands nye udenrigsminister kan blive De Grønnes frontfigur og ideologiske fyrtårn Joschka Fischer	0
fælde	Hvis en hund klør sig meget og fælder skæl, er det sandsynligt, at den har utøj	Jeg taber utrolig meget hår hele tiden. Jeg fælder usandsynlig meget	1
fængsel	jeg har en fornemmelse af, at bjerget lukker sig om os som et fængsel	Det ligger i hele udviklingen, at vi har valget mellem luderen og det ægteskabelige fængsel	0
følge	Så drog David af sted sammen med de seks hundrede mand, som fulgte ham	Jeg fulgte efter ham ud på badeværelset, jeg havde noget, jeg skulle fortælle ham	1
følge	Søndag formiddag blev de små fulgt i søndagsskole af en voksen	Nu skal jeg følge dig ud, sagde Karen	1
gammeldansk	På Tåsinge og Langeland finder man Vindeby, et navn som ifølge stednavneforskeren Kristian Hald må tolkes som venderby (vender på gammeldansk = windir	I vore dage ejer Pometet på Landbohøjskolen -- vores nationale sortssamling -- således 698 æblesorter, hvoraf ca 200 er gammeldanske	0
garde	Sovjetunionen tvinger den gamle garde af kolde krigere ud i mørket	Frederik Åkesson hører til den kontante garde i dansk ishockey	1
gartneri	I dette gartneri .. produceres der 4-5 millioner mini-roser om året	Publikum har adgang til parken .. og til slottets gartneri	1
gavl	I gavlen var der en grønmalet hoveddør	I den trekantede gavl over portalen er der et våben-skjold	0
gemme	Lea og Per havde tit gemt sig for hinanden i de tomme kælderrum	ved gården gemte han cyklen bag en hæk, så den var svær at få øje på -- lås havde han ikke	1
geografi	han ville lære mere gennem en måneds ophold i Afrika end ved en måneds skoleundervisning i geografi	Brugsen, valgmenighedskirken og højskolen lå som knudepunkterne i byens geografi	0
gidsel	i Jugoslavien er civilbefolkningen, serber, kroater og muslimer i fælles ulykke .. gidsler for gale nationalisters voldsorgier	de radikale er politiske gidsler for en stridslysten og højredrejet statsminister	1
giftighed	Dioxiner er en fællesbetegnelse for godt 200 beslægtede kemiske forbindelser, der har forskellige grader af giftighed	jeg hørte hvordan han uimodsagt fik giftigheder kastet i hovedet	0
glat	Når lakken er tør, slibes overfladen glat med sandpapir	Brostenene var så glatte, at han skred ud over kanten	0
gode	kollektive goder (politibeskyttelse o.l.) .. er karakteriseret ved, at mange nyder godt af samme ydelse på samme tid	Landhusmødre siger selv, at et af goderne ved at være landbobarn er, at de lærer arbejdsglæde	0
gok	Varerne blev forsynet med stormagasinernes egne mærkater, og så fik prisen et ordentligt gok i vejret	vi skal ned og give ham en ordentlig omgang, ikke noget med at slå ihjel, kun et solidt gok	0
gren	han var klatret op i et træ for at save nogle grene af	de forskellige grene af Romanov-familien var i åbenlyst slagsmål	0
gro	Skovens træer gror, mens forårsregnen drypper	Henning nægtede at lade sit hår gro i en tid, hvor hans kammerater nægtede at blive klippet	0
grundfag	så er der vel også nogle valgfag ud over grundfagene, er der ikke det?	alle børn skulle først og fremmest lære deres katekismus og de tre grundfag regning, læsning og skrivning	0
grædekone	I den senere tid har grædekonerne blandt vore økonomer .. malet fanden på væggen	på grædekonernes klagesang kunne man forstå, at ikke alene var hun enke, men nu havde hun mistet sin eneste søn	0
grøn	Her er der midterrabat med træer fulde af grønne blade	Det er især grøn, håbets farve, der vil præge aftenen i det festlige lag	1
gæst	Det var ikke hærskaren af festklædte gæster, der stjal billedet, men derimod en 16-årig tronfølger, kronprins Frederik, der ved denne lejlighed debuterede i selskabslivet	Danmark er kendt for gennem århundreder at have modtaget gæster og fremmede, der har beriget kultur og udvikling fra den tidligste middelalder	0
hak	Jeg forstår ikke et hak!	Han giver muldvarpene et ordentligt hak med spaden, så de dør omgående	0
hakke	Måske var det rejsen i den overfyldte, hakkende bus gennem bjergene til Merida, der vækkede ham	rytmen var for hakkende til, at der kunne tales om fodboldspil på højt internationalt niveau	1
hale	Han halede den flotte torsk på 17,6 kg op fra Øresunds dyb og slog sin hidtidige rekord	Planke trak på skuldrene og halede i hesten som villigt fulgte med	1
hankøn	Som eneste eksponent for hankønnet må jeg finde mig i at være den, der modtager de skarpe ord	De to hvalpe, begge hankøn, stimulerede ikke umiddelbart moderkærligheden hos Chess	0
harpe	Jeg hørte engang harpen betegnet som et nøgent klaver	jeg skal sgu ikke have sådan en gammel harpe der bestemmer over en	0
hattedame	trængende skulle gøre sig fortjent til at få hjælp. Dengang var det især kirken og hattedamerne, der gjorde en indsats	humanistiske grunduddannelser frekventeres også af de såkaldte hattedamer og pensionerede majorer	0
havre	i blandsæden, hvor byg og havre var sået sammen, kunne byggen være helt parat, mens havren bare var grøn	han gik ud og hentede en slevfuld havre for at trøste hesten	0
helhed	Økologien udspringer af et behov for at se på naturen som en helhed	døgnrytmen skal tilrettelægges med henblik på at skabe helhed og sammenhæng i en verden, som tager sig kaotisk ud for den demente	0
himmel	her til morgen, der var himlen jo i hvert fald meget blå, og solen stod som en gul kugle	Himlen er mørk, det stormer, regnen trommer mod taget, nu og da flænser et lyn himlen	1
hive	Tolbiac .. har flere restauranter, som serverer alt, hvad der kan hives op af Middelhavet	i stadig langsommere takt prøvede dyret på at hive sin enorme krop op over en jordknold	1
hjemsende	Flere deltagere med fantasifulde, hjemmekonstruerede køremaskiner har oplevet at blive hjemsendt af færdselspolitiet	En .. betydelig del af ledigheden omfatter personer, som hjemsendes i kortere perioder på grund af mangel på arbejde	0
hjertesyg	Uden skinsyge kan man ikke rigtig være hjertesyg hos Hamsun	Drengen er hjertesyg og skal i år for tredje gang opereres for en forsnævret hovedpulsåre	0
hjort	Ovre på den anden side af grusvejen stod nogle hjorte og græssede roligt	At gå inden for hegnet og knalde en hjort ned, er det jagt?	1
hjørne	Skarpe hjørner på borde og skabe er ikke sagen for små hoveder	Filippo samlede brødet og pølsen midt på klædet, foldede hjørnerne op og bandt en knude	1
holde ''fast	de lægger meget vægt på at holde fast i hjemlandets kultur, fordi den er en del af dem selv	Jeg vil alligevel holde fast i, at hun skal lære at tage hensyn og være tolerant	0
hovedaftale	Kernen i det arbejdsretlige system er -- ud over lovene om Forligsinstitutionen og Arbejdsretten -- hovedaftalen mellem LO og DA samt de kollektive overenskomster	Lørdagens repræsentantskabsmøde i Divisionsforeningen skal diskutere et oplæg til hovedaftale og overenskomst mellem klubberne og spillerne	0
hovedmål	Store, bløde mandehatte tilpasset pigernes hovedmål til 199 kr.	I årene mellem 1834 og 1872 besøgte digteren Wien seks gange, altid på rejser med andet hovedmål	0
hovedperson	Det er et program, som varer 1½ time, hvor du er hovedpersonen	Snemanden Bouli er hovedpersonen i en stribe primitive, men ganske charmerende små tegnefilm	0
hug	Har han brugt karate overfor dig? -- Jeg har engang fået et par hug i nakken	Dansk Metalarbejderforbunds afgående formand .. uddelte nogle drøje hug til forbundets venstrefløj	0
hul	han er sgu fra et bitte hul i det mørke Jylland. Hvor har du fået den skøre idé fra, at han skulle være spanioler?	jeg sad bænket i ejendommens uhumske hul. En kvalmende fugtig lugt omgav mig. En enkelt pære i loftet var for svag til at oplyse hele kælderarealet	0
hus	byen består af 50-100 huse	Aldrig før i den samlede Danmarkshistorie blev der bygget så mange huse som i 60erne og 70erne	1
hvile	Sengens lamelbund hviler på lister langs siderne	Han lod den ene hånd hvile på drengens hoved	1
hvilested	Jeg satte mig til at vente. På den vindfælde, jeg år efter år har brugt som hvilested på mine alene-ture i skoven	Kun tre mennesker fulgte ham til det sidste hvilested, og der var kun få og små buketter på den hvide kiste	0
hylde	mange vil .. møde frem for at hylde jubilaren, der gennem årene har opbygget en meget stor kundekreds	Hendes enestående skønhed hyldes overalt	0
hylde	statsministeren blev hyldet af de 2000 delegerede og gæster med et minuts stående bifald	over 100.000 hyldede EM-heltene på Rådhuspladsen	1
hylster	kæmpevalmuen folder sine røde kronblade ud af deres hårede hylster	pladen blev taget ud af hylsteret og lagt på grammofonen	0
hånd	du kommer op på tredje sal, gennem en dør igen, og så er det fjerde dør på højre hånd	Jeg havde stadig fat i det øverste af trappegelænderet med højre hånd og famlede i mørket med venstre	0
hår	Skummet hjælper hårstrået til at fastholde fugtigheden og giver blødt og elastisk hår	Vist er håret på brystet ved at gråne, men brystkassen er bred og armene muskuløse	0
hænge	Der hang lyseblå gardiner omkring vinduet	Kun når hunden er skamfuld eller usikker, hænger halen mellem bagbenene	1
hænge	Vognen kom fri og fedtede sig af sted uden at hænge yderligere i	Når bierne stikker, mister de brodden, som bliver hængende	1
høj	I år ser det ud til at antallet af rapporterede salmonellatilfælde bliver 40 pct. højere end i fjor	medarbejdere med en negativ holdning til erhvervslivet er ikke i høj kurs	1
højde	Højttalere i front, bagi, i loftet, under gulvet. Japansk teknologi på højden: En rullende koncertsal	en kort glimrende ungdomstid hvor vi står på højden af vor bane gennem livet	1
højde	Det er sjældent, at en filmatisering af en bog når dennes højde	Øens store højder gør at den er synlig på stor afstand	0
højtid	Livets højtider synes fastlagt på samme måde som årets	ensomheden gør især ondt ved juletid, fordi alle følelser kommer væltende ved sådan en højtid	0
høne	Urfuglen lægger æg i maj -- en høne kan godt levere 6-11 æg, som hun ruger på i 26 dage	Det er dejligt at se hønen strejfe om i haven med sine kyllinger og skrabe efter føde og kalde dem til sig	0
ikke kunne fordrage	Der er bare nogle mennesker, som man ikke kan døje	Hun kunne ikke udstå sit job	1
imam	Ved fredagsbønnen .. opfordrede to imamer (islamiske præster), muslimerne til at bevare roen og besindigheden	Khomeini forsøger at fremstå som den 12. imam, den 12. direkte efterkommer af Muhammed, som skal oprette herlighedsriget	0
inddele	Far tegnede en halvcirkel for mig på en pose fra bageren og inddelte figuren i felter	landet blev inddelt i sogne	1
indhold	På bilens bagsæde stod Britas taske med indhold	Øst og Vest kan ikke enes om indholdet af ord som sikkerhed, demokrati, frihed etc. De to lejre taler ofte forbi hinanden fordi de lægger forskelligt indhold i ordene	0
indianer	Europa har anerkendt sin gæld til Amerikas indianere med tildelingen af Nobels Fredspris	der er to slags mennesker, indianere og høvdinge	0
indie	gruppen epo-555 kan om nogen leve op til betegnelsen indie .. for gruppen spiller selvbevidst, alternativ rock af den slags, som har svært ved at blive forstået på de internationale pladeselskabers direktionsgange	Normalt er jeg ikke til skrammelrock (nogle kalder det »indie«	1
indland	Jeg tror ikke, at der er mange fra indlandet, som .. ved, at et træ ikke kommer ret langt op i højde ude ved kysterne	Vi rejste meget, både i ud- og indland	0
indlede	Omvæltningen i 56 indledte et nyt kapitel i Ungarns historie	Årets sidste aften indledes med dronningens nytårstale	1
indrejse	Udlændinge skal ved indrejse fra et ikke-nordisk land melde sig til paskontrol	hans sag er yderligere kompliceret af, at han er indrejst under et falsk pas	0
indsamle	Det affald, som indsamles med miljøbilen, bliver genanvendt, hvis det er muligt, ellers bliver det destrueret på Kommunekemi	de indsamlede midler skulle anvendes til hjælp for syge og svagelige børn	0
indskrive	I 1991 var 324.000 børn indskrevet i kommunernes pasningsordninger	Og alle drog hen for at lade sig indskrive, hver til sin by	1
indstille	med elektronisk styring kan sengen indstilles som en hospitalsseng, men også drejes ud som lænestol	1965 indledte USA luftkrig mod Nordvietnam, som dog indstilledes 1968	0
indsætte	Pacemakere indsættes, hvis hjertet slår for langsomt	De fleste indsatte i de danske fængsler er unge, uuddannede mænd	0
indtegne	Se her! Kløften er indtegnet på kortet	Så er der ikke flere, der har indtegnet sig på talerlisten, og forhandlingerne er dermed afsluttet for i aften	0
indtryk	det er ikke mit indtryk, at det forslag, der er fremsat, er blevet modtaget positivt	Artiklen var baseret på mange misforståelser og efterlader et uheldigt indtryk	1
indtægt	Regnskabet viste indtægter på 35.202 kr. og udgifter på 19.158 kr., altså et driftsoverskud på 16.044 kr.	Selskabets indtægter fra salg af byggegrunde i Ørestaden bruges til at finansiere Ørestadens ny trafikanlæg	1
inkarnation	I tiden mellem inkarnationerne har vi ikke noget fysisk legeme. Varigheden af denne periode kan variere og afhænger af det enkelte menneskes udviklingsgrad	Alle mine tidligere inkarnationer kendte til vold	0
installation	Sælger indestår for, at de på ejendommen værende bygninger og disses installationer ham bekendt er lovlige	der er stort behov for hjælp til genopbygning af hospitaler og andre livsvigtige installationer	0
instinkt	Det erotiske instinkt er et af menneskets stærkeste instinkter	trækinstinktet er et meget stærkt instinkt, og det byder fuglene at flyve en bestemt vej	1
institution	Børn i institution har 2-3 gange så mange infektioner i luftvejene .. som børn, der passes hjemme	Datacentralen .. har Personregisteret, Skattevæsenet og andre statslige institutioner som sine store og trofaste kunder	0
intelligens	I god overensstemmelse med lange traditioner hos den russiske revolutionære intelligens interesserede han sig kun for kultur som et våben i den politiske kamp	I intelligens nåede han på ingen måde op på siden af sin lærde fader, selv om han var i besiddelse af en god portion sund fornuft	0
intens	Jan vil fremlægge sine resultater af mere end to års intens forskning	Jeg har trænet intenst de seneste uger. Jeg vil være optimalt forberedt	1
interesse	det er jo herligt at vi kan forenes i en fælles interesse for splatgenren	Jeppe havde med stigende interesse lyttet til den lange udredning	1
internetfirma	Årsagen til, at et internetfirma også eksisterer i den virkelige verden, er auktionsloven. De genstande, der udbydes, skal rent fysisk kunne beses, hvis man ønsker det	Forbrugerklagenævnet modtager dagligt klager fra forbrugere, der har haft problemer med internetfirmaer	1
interval	vi tar tid på veernes intervaller og der er blot to minutter mellem hver	Der er udviklet nye specielle Øresundstog, der med korte intervaller bringer mennesker rundt i hele regionen	1
introducere	Han fattede sympati for mig og introducerede mig for sin familie	hun ville forsøde min formodede ensomhed ved at introducere mig i det mondæne natteliv	0
introducere	Danskundervisningen kan også introducere til nogle europæiske hovedretninger	de har skrevet udmærkede introducerende kapitler til alle tre tekstsamlinger	1
isenkram	Det er Volvo, der har leveret isenkrammet til de to filterbusser	i bunden af lokalet, der var fyldt med gammelt støvet isenkram, stod en gammel disk i halvmørke og bag den en gammel krumbøjet mand	0
journal	Anita Gudsø Hansen må føre en omhyggelig journal over sine slangers måltider for at kunne huske hvornår der skal fodres	Jeg vil gerne se, hvad de har skrevet i journalen, doktor	0
jungle	advokaten har brugt masser af tid til at hjælpe Oscar gennem den juridiske jungle	endnu en hård nat blandt pushere og lommetyve i storbyens jungle	1
jæger	og så fik vi tit haresteg da min far var jæger	Forhandlings- og velvilje præger de traditionelt stridende jægere og naturfredningsfolk	1
kaffe	Jeg sætter vand over og slukker for det igen. Jeg har alligevel glemt at købe kaffe	Kaffeimportørerne betaler i øjeblikket mere for kaffebønnerne, end forbrugerne betaler for kaffen i butikkerne	1
kage	Lækkert -- en af mine kolleger giver kage til eftermiddagskaffen	jeg elsker kage og søde sager!	1
kammer	Det centrale kammer i øjeæblet er udfyldt med glaslegemet	Se her! Hvad siger I så? 2 værelser og kammer, bad og altan med udsigt over fjorden. Jeg har fået min allerførste lejlighed!	0
kanon	de hebraiske skrifters kanon blev fastlagt i det femte århundrede før vor tidsregning	flere stemmer spiller melodistumper som kanon, men i forskellige rytmer	0
kanonskud	Og så havde du et bragende kanonskud på overliggeren ... Splinterne røg ud blandt tilskuerne	Fra havnen lød enkelte kanonskud, da tyske soldater kom op at slås med hinanden	0
kante	Han griber fat i en skjorte og er allerede ved at kante den på	Jeg kantede hende ud på toilettet	1
kapacitet	Kastrup lufthavn kommer meget snart til at trænge til aflastning, fordi dens kapacitet er tæt ved at være fuldt udnyttet	Det skotske vandkraftværk har en kapacitet på 400 megawatt eller strøm nok til en halv million parcelhuse	1
karat	Christian Diors bijoux kæder (hals: 1.395 kr. Arm: 930 kr.) er belagt med 18 karat guld	Det var vokal kammermusik af højeste karat, man kunne høre i Markuskirken med den engelske kvartet The Hilliard Ensemble	0
karrusel	Hvis der sker et overfald på en mørk gangsti, holder folk sig væk fra stedet. Hermed øges risikoen, og så kører den kriminelle karrusel	Og så så jeg Mester Jakelteater. Og bagefter kørte jeg i karrusel ... hele tre ture! Og ih, hvor blev jeg svimmel!	0
kassere	Gulerødderne står godt i år, normalt har vi orm i dem, så halvdelen må kasseres	kapitalismen er et særdeles ineffektivt system. Det må kasseres	1
kassette	I længere tid har der ved vores båndoptager været et syndigt rod af bånd og tomme kassetter	Pibelyden opstår ved friktionen mellem båndets bagside og den lille filtpude, der sidder i kassetten	0
kast	Med et vældigt kast sendte han knoglen tilbage -- lige i hovedet på den, der havde kastet den	I går blev han dansk mester : i hammerkast med et kast på 64,56 meter	0
kautionere	mindst 100.000 dollars skal kautioneres for en, der er sigtet for drabsforsøg	for 1,4 mio. dollar kautionerede han Tupac ud af fængslet	1
kedel	det afkølede vand, som returnerer fra radiatorerne, blandes med opvarmet vand fra kedlen	De stod og skovlede kul ind under kedlen på lokomotivet	1
kile	Citroën ZX afløser ikke nogen nuværende model, men kiler sig ind mellem AX og BX	den grønne trekant .. kiler sig ind i bebyggelsen på Nordamager	1
klan	aztekernes samfund var opr. opdelt i et demokratisk system af klaner	Flere nødhjælpsorganisationer har måttet trække sig ud pga. genopblussede kampe mellem Somalias stridende klaner	1
klar	Nede i det klare vand kunne hun se skygger af fisk	nu er sporene klare, en række mærker i mulden	0
klassik	ikke alene barokmusikken men også den tidlige klassik nyder godt af de sprøde klange fra tarmstrenge og hornenes naturtoner	Vi skal prøve at bygge en form for klassik af et destillat af de historiske erfaringer, som er vores, og som skal nære de næste generationer	0
klassiker	Gitte er klassiker, men vi er ikke sikre på resultaterne, da hun taler græsk med bornholmsk accent	Platon og Aristoteles regnes blandt de største af klassikerne	0
klo	Lige over indgangen : til rævehullet krogede et stort træs rødder sig ud til alle sider som kloen fra en kæmpefugl	Bordklemmen bevirker, at opstillingen bliver stabil selv ved stort omdrejningstal. El-motoren er fastspændt direkte i kloen	0
kloak	Weekendens kraftige regnvejr oversvømmede de københavnske kloakker, så mange hjem stod under vand	Hos fugle kaldes den fælles udførsel for urin og afføring for kloakken, og oftest afsættes afføring og urin samtidig	0
klon	Konkurrenterne byggede billige kloner, tro kopier af IBM-PCen	Et tysk musikforlag har spurgt, om jeg kan lave en plade for dem med en klon af Madonna, Kate Bush og Björk	1
knalde	med et brøl knaldede han sin knyttede hånd ned i biltaget	Jeg væltede om på ryggen med et vældigt brag og knaldede hovedet ned i isen	1
kniv	Snit og hak løgene i småstykker med kniv	drengen fik sin lille hånd ned i kødhakkemaskinens roterende knive	0
knob	Har du været spejder? Kan du alle de der knob?	Det gode skib sejler .. med en behagelig fart på 11 knob ud og ind mellem de utallige øer	0
knold	Ole, der sad på en knold og sang, blev .. klar over, at man ikke kan leve kun på minderne	Hver lille knold i Esrum sø er besat af gedder	1
kny	Hun blev ikke vred, selv om han sparkede hende eller slog løs på hende. Hun gav ikke et kny fra sig	Ben og arme bliver trukket og bøjet i de mest ufattelige vinkler, men badegæsterne tåler behandlingen uden at kny	0
knytte	det tæppe, der lå mellem tronen og alteret, er et usædvanlig prægtigt arbejde, knyttet af broget silke og indvirket med guldtråd	Ja, kom lad os synge, / ja, ræk mig din hånd, / vi vil knytte en kæde / af evige bånd	1
knæk	Han havde en stor næse med et knæk helt foroven	Chelseas håb om at vinde det engelske fodboldmesterskab led et knæk, da London-holdet i går tabte 1-3 til Everton	0
kold	Der er koldt her inde i soveværelset, hvor vinduet altid står på klem	Temperaturen når ned mellem 0 og 5 grader, koldest i Nordjylland	1
kolonne	på vejen videre sydpå kunne vi vinke til staklerne, der holdt i de endeløse kolonner i den modgående kørebane for at komme nordpå	Tabel 1.1. side 12 viser i 3. kolonne underskuddet på betalingsbalancens løbende poster målt i mia. kr. i perioden 1975-1990	0
komme	Sæt du dig ind i stuen til far, så kommer jeg om lidt	Allerede først på ugen var der kommet et væld af ansøgninger	1
kompleks	medarbejdere, som befandt sig i tilstødende bygninger, eller i kompleksets gård, blev slynget flere meter gennem luften	Mennesker er sådan indrettede, at de ofte har et helt kompleks af bevæggrunde til deres handlinger, uden at de egentlig gør sig det klart	0
koncentration	Ole og Børge er i farezonen for at få kræft, fordi de har været udsat for store koncentrationer af asbest	Dråby vig rummer i træktiden Danmarks næststørste koncentration af hjejler	0
konfrontation	Syv danske vidner til røveriet har været til konfrontation med den sigtede i Paris, men ingen af dem har kunnet genkende manden	den flossede, forhærdede, tidligere revisor fik en klump i halsen under konfrontationen med så megen lidelse	0
konge	om Jesus: En konge, hvis eneste magtmiddel bestod i kærlighed og hengivenhed	Murersvendene var at betragte som en slags byggepladsens konger. De havde murerarbejdsmænd til at udføre det tunge slæbearbejde	1
kongedømme	Franco .. forudså, at kongedømmet skulle genskabes ved hans død	Da Saul havde vundet kongedømmet over Israel, gik han i krig mod sine fjender på alle sider	0
konkurrence	Henrik Djernis regner med at få skrappere konkurrence, når han i februar stiller op til verdensmesterskabet i cykelcross	Sild har fra gammel tid i konkurrence med torsken været den vigtigste spisefisk for folkene i Nord- og Mellemeuropa	0
konstant	automatikken sørger for, at køleskabet i køkkenet holder konstant temperatur	I skal ikke føle nogen taknemmelighed over for os, er mine forældres konstante påmindelse, mens de gavmildt sørger for os	0
kontingent	Et kontingent danske journalister stod samlet og ventede ved barrieren	Allerede nu er Danmark et af de lande, der, efter befolkningens størrelse, har det største militære kontingent i det tidligere Jugoslavien	0
kort	Der spilles stadig kort .. Men nu spiller vi kun om øl. Ikke penge	De 52 spillekort skal fordeles til 4 bridgespillere således, at de hver får 13 kort	1
kraftværk	Rally-udgaven er udstyret med et potent kraftværk. Motoren trækker formidabelt	ved kraftværker med megen svovlforurening vil nedbøren .. være særlig sur (syreregn	0
kran	jeg rejste mig fra sengekanten og gik hen og hentede kranen, der skulle løfte Sonja ud af sengen	I havnen kørte de nyeste tyske kraner og lossede store dampere, der kom med korn, kul og maskindele	0
krater	små himmellegemer og løsrevne klippeblokke .. er kollideret med planeterne -- heraf de mange store kratere på planeternes overflader	Missilet lavede et dybt krater i marken og splinter af missilet spredtes over hele området	1
krav	vi skal stille krav til indvandrerne om, at de skal lære dansk	Anklagemyndigheden ankede dommen med krav om højere straf	1
krave	Jeg går stadig med krave efter mit biluheld i New York	de højeste tinder .. bærer en krave af sne omkring toppen	1
kreds	Endelig er der frit forbrugsvalg, idet kortet ikke kun kan anvendes i en snæver kreds af forretninger, men over hele landet	Foreningen NORDEN omfatter landsforeningen, 15 kredse (14 amtskredse og København-Frederiksberg kredsen) samt alle lokalafdelinger og ungdomsafdelinger i disse	0
kristelig	Kristen Kold .. lavede sin højskole byggende på en national kristelig vækkelse	de fortælles at have været pligtopfyldende, loyale og kristelige mennesker	0
kroket	Skær kartoffelmosen i stykker på ca. 4x7 cm, og form dem til aflange kroketter	Engang så jeg nogen, som spillede kroket i en have i skumringen	0
krone	svenskernes krone er svækket og renten steget	Jønne fandt en krone i lommen	0
krybe	Man glemmer ikke sådan PHs ord, når de én gang er krøbet ind i hjernecellerne	En vag angst for, at vi var ved at miste freden, krøb indover Europa	1
kurv	For hunden er det nu tid for en lur og det varer da heller ikke længe før der lyder en højlydt snorken fra dens kurv	Svampe indsamles bedst i en kurv	0
kuvert	Han flåede kuverten op med sådan en iver, at han nær havde revet brevet i stykker	stellet skulle udvides fra 60 til 100 kuverter	0
kvarter	bussen til lufthavnen går en gang hvert kvarter	han skal hjemmefra tre kvarter før han skal møde	1
