form	sentence_1	sentence_2	label
frekvens	Ordet politiker og dets sammensætninger bruges 35 gange i bogen, der er på ca. 56.000 ord, og det svarer til en frekvens på 0.6 promille	Baggrunden for, at Radio Silkeborg har søgt om at måtte benytte den ubenyttede frekvens i Ry, er, at frekvensen ligger under 100 Mhz	0
fremhæve	Ministeren fremhæver, at forslaget indebærer en risiko for flere klagesager fra medlemmerne	Grundtvig fremhæver det levende ord sammenlignet med andre sanselige fremtrædelsesformer	1
fremkomme	Pitabrødene åbnes, så der fremkommer en lomme	Under 1. verdenskrig fremkom de første militærfly	1
fremmedlegionær	Smid er én af ishockeysportens talrige fremmedlegionærer. I gang med sin fjerde sæson i dansk hockey	fremmedlegionærer .. er købte soldater, som er købt til at slå andre mennesker ihjel	0
fremtoning	Han var blevet lidt mere krumrygget siden sidst, og der var noget træt over hele hans fremtoning	en række nye udstyrsdetaljer .. giver bilen en væsentligt mere luksusbetonet fremtoning	1
fryse	Når alle pandekagerne er bagt og kølet af, kan de fryses og opbevares i plastpose	I sædbanken fryses sæden ned og kan holde sig i ubegrænset tid	1
frøken	Hallo, frøken, må jeg have lov at betale. Med glæde, hr.	Henry .. stak næsen næsten helt hen til kassedamens ansigt. Sig mig, har jeg ikke set Dem et eller andet sted før, lille frøken?	1
fugleart	Den mørkbugede knortegås er et eksempel på, at en fugleart ikke formerer sig ubegrænset, selv om jagten forbydes	Jo større vandhullet eller søen er, desto flere fuglearter vil kunne yngle i den	0
fugtighed	lige nu byder naturen .. ikke alene på mange soltimer og unormal dagvarme, der er også meget fugtighed i jorden	Den hudvenlige ph-værdi forhindrer udtørring af hovedbunden og bevarer den naturlige fugtighed	1
fuldstændig	godtgørelsesordningen medfører en fuldstændig ophævelse af dobbeltbeskatningen	Vi var fuldstændig ærlige over for hinanden	1
fyld	lossepladsen skal afdækkes med en meter fyld, og noget i det øverste lag skal være muldjord	Vendbare sædehynder med fyld af Formalux koldskum	1
fyr	Vinduer er normalt udført i fyr eller den dyrere, men mere holdbare teak	de .. satte sig i skyggen under træerne og fik fyr på piberne	1
fysik	mylderet af iagttagelser, forsøg og målinger bliver først til fysik, når det systematiseres med menneskeskabt matematik	At faget fysik skal styrkes kan der være god fornuft i, men ikke ved at skubbe andre væsentlige fagområder ud	0
få	Hvad så når du passer ungerne, hvad får du for det?	Speditøren fik en halv mio. kr. for hver 500 kilo hash	1
fængsle	Folk var blevet forfulgt, fængslet eller henrettet, hvis de havde en mening, der afveg fra partiledelsens	Godsejerne havde ret til at lade en bonde fængsle, hvis han ikke kunne betale lånet tilbage	1
fætter	En enkelt gæst har ringet for at efterlyse sit VISA/Dankort, men sådan en lille fætter kan godt være svær at finde	sandheden er løgnens fætter af første ægteskab	0
føde	Rørhønen kan ikke finde føde nok ad naturlig vej i frostvejr, så den dør af sult, hvis den vante fodring pludselig hører op	Mennesket kan undvære føde i flere dage, men kun vand i få dage	1
følelse	Jeg havde en følelse af, at de ikke ville gøre mig noget, så længe jeg bare behandlede dem reelt	teaterkritikeren krævede indlevelse og følelse i rollen og så gerne variation i spillet	0
føre	det lod sig kun gøre at føre en samtale med ham, hvis han brugte sit hørerør, og man talte direkte ind i det	de kan ikke længere acceptere det liv, deres mor fører	1
føre	Han blev i ambulance ført til amtssygehuset i Glostrup og indlagt	Strømmen greb hende og førte hende med sig	1
førertrøje	Vindmøller er et nyttigt bidrag til energiforsyningen, på dette felt er Danmark i front, og vi vil ikke frivilligt give førertrøjen fra os	han kørte tre dage i den gule førertrøje, hvorefter et styrt satte ham ud af spillet	0
gale	Romeo, min Romeo! galede min far for fuld hals	Snart galer hanen, og en ny dag begynder!	0
galleri	tårnet bestod af 8 etager med søjler på runde buegange, der danner åbne, udvendige gallerier	billederne har været vist i gallerier og andre udstillingssteder	0
gang	han sad i bilen med motoren i gang for at holde varmen	Hun tændte for radioen og gik i gang med arbejdet	1
gas	Lys, gas og varme kostede mange penge, og derfor gik vi altid tidligt til ro i den kolde periode af året	Med de avancerede bremser var det muligt at køre for fuld gas med 270 km/t forbi 150 meter mærket og stadig bremse ned inden svingene	1
gemme	i Ribe er fundet et antal af de såkaldte gemmer, det vil sige smykkesten med indgraverede motiver	så smækkede han låget i : på chokoladeæsken. -- Nå, sagde han, -- nu gemmer vi resten til ungerne	0
genoptagelse	Det Kongelige Teaters genoptagelse af Bournonville-balletten Thrymskviden (1868), som siden 1905 havde ligget i mølposen	han vil kræve en fornyet politiefterforskning i forbindelse med genoptagelsen af den 10 år gamle drabssag	0
germaner	I henved 500 år var germanerne på godt og ondt naboer til Romerriget	om tysk rockgruppe: de grundige og hårdtarbejdende germanere viser at de ikke er uden melodisk tæft og snilde	0
glide	Båden glider af sted i det blå vand	flyet glider igennem luften	1
glide 'ned	Målet er at få en dagpengereform til at glide ned	Guldøllene glider ned i tavshed	0
glød	Kaklernes ornamentale mønstre og klare farver .. får en ekstra glød under den blanke glasur	Du må altså sé lidt mere begejstret ud .. du mangler gløden i øjnene	0
gorilla	Manden .. var blevet opsøgt af et par gorillaer, der truede med at smadre hans familie, hvis ikke han betalte sin gæld	myndighederne uddanner folk, der kan tage kampen op med krybskytterne, og forhindre, at der sker nedskydning af gorillaer	0
gravøl	6-1 viste måltavlen, da Skive-spillerne styrtede ud til bussen efter gravøl og en hurtig tur under den kolde bruser	Efter begravelsen er der traditionen tro gravøl i forsamlingshuset	0
grov	Kulden kræver føde til at stå imod med, grov og vægtig uden at fede	Hud, der udsættes for ultraviolet lys, bliver uelastisk og slap og grov og læderagtig og rynket og gammel før tiden	1
grundværdi	Danmark har en forpligtelse til at præge det europæiske samarbejde med vore demokratiske grundværdier	de afgiftspligtige grundværdier .. er sat voldsomt op i forhold til sidste år ved 18. almindelige vurdering	0
gruppe	I september måned var jeg sammen med en dansk gruppe af unge bøsser og lesbiske i Moskva	Til en gruppe på 10 børn i alderen 0-3 år søges pr. 1.3.83 en pædagog 40 timer ugentligt	1
guldbryllup	Sammen fik de en søn, og de nåede at fejre guldbryllup, inden hustruen døde for nogle år siden	Som gæst ved deres guldbryllup var det skønt at se ægteparrets evigt unge forelskede øjekast	0
gulerod	-- Endnu en musefælde, udbrød Maj. -- Vær du glad for, du ikke fik gulerødderne i den, da den smækkede	Mellem de smukke blomster stak gulerodstoppe op af jorden. Vi trak nogle gulerødder op og børstede dem rene, inden vi gav os til at spise	0
gungre	I vild flugt gungrede de hen over sletten, hundreder af elefanter .. hundreder af giraffer, tusinder af bøfler	vognens jernhjul gungrer af sted med små gnister fygende efter sig	1
gå	Så kom jeg til København og boede sammen med en fyr et halvt års tid. Det gik ikke så godt	To dage efter kom Karl igen. Alt var gået efter planen	1
gård	på Christian 4.s tid lå her Ostindisk Kompagnis store gård med svungne kviste og gavle	brug under 1 td. hartkorn regnedes 1844 for huse, fra 1-12 tdr. hartkorn for gårde, fra 12-20 tdr. hartkorn for proprietærgårde, derover for godser	1
gæst	måske skulle vi allerførst præsentere dagens gæster i de to Radio Syd studier og begynde i Esbjerg	Irma Mellergaard er gæst på Det Kgl. Teater i Don Carlos	1
gøre	Trætheden sidder stadig i hendes krop, og det vil gøre godt at ligge i en seng	Hendes væremåde over for mig gjorde, at jeg fuldstændig mistede min selvtillid	1
hagl	Salven på ca. 100 hagl drønede tværs igennem lokalet	Blytung hagl faldt ned fra himlen over menneskene, og menneskene forbandede Gud for haglplagen	0
haj	Chamonix er et must for dig, som er en haj på ski. Her finder du noget af alpernes tuffeste skiløb	Hubertus vidste, at det var en haj, der kredsede rundt og håbede på, at en sørøver skulle gå planken ud eller blive kølhalet, så den kunne æde ham	0
handling	når de store ord skal omsættes i handling, slipper forståelsen for de store ord op	Ved udtrædelsen fraskriver man sig retten til at få foretaget kirkelige handlinger ved Folkekirkens præster	0
hankøn	Som eneste eksponent for hankønnet må jeg finde mig i at være den, der modtager de skarpe ord	De to hvalpe, begge hankøn, stimulerede ikke umiddelbart moderkærligheden hos Chess	0
harpe	Jeg hørte engang harpen betegnet som et nøgent klaver	jeg skal sgu ikke have sådan en gammel harpe der bestemmer over en	0
hed	Da Johnny hentede sine ting, fandt han nogle hede elskovsbreve til fruen fra Charles i København	vore diskussioner blev meget hede og intense	1
hedde	Alfred er østriger. Han hedder Brendel til efternavn, han er verdensberømt pianist	Det 4. Bud hedder et nyt teaterstykke for børn	1
hegn	køerne stod og gloede efter ham bag deres hegn	tyvene kom ind ved at klippe hul i hegnet	1
heksehyl	Der er sgu ikke noget at være ba-bange for, råbte han .. det er da bare Jesper, der fyrer heksehyl og raketter af	med et heksehyl kommer en granat farende og detonerer i klippen bag dem	0
helvede	der ville komme en dommedag, hvor Gud ville sende menneskene i paradis eller til helvede	satan, helvede, pis og lort, rasede hun og trådte på speederen	0
henfalde	Måske henfalder du lidt i drømme for tiden	Sålænge en organisme er i live, optager den C-14 i samme hastighed, som dette henfalder	0
henvisning	Divisionsforeningen underbygger sit krav med henvisning til DBUs love	De kan efter henvisning fra Deres alment praktiserende læge få behandling hos speciallæge, fysioterapeut og fodterapeut	0
herske	Hoover herskede enerådigt over den store amerikanske politiorganisation : FBI -- hans ord var lov	Det kimer nu til julefest, tonede gennem forretningen, og der herskede travlhed alle vegne	0
hive	Tolbiac .. har flere restauranter, som serverer alt, hvad der kan hives op af Middelhavet	i stadig langsommere takt prøvede dyret på at hive sin enorme krop op over en jordknold	1
hjemsende	Flere deltagere med fantasifulde, hjemmekonstruerede køremaskiner har oplevet at blive hjemsendt af færdselspolitiet	En .. betydelig del af ledigheden omfatter personer, som hjemsendes i kortere perioder på grund af mangel på arbejde	0
hjemsted	Holstebro skal være hjemsted for to store lavprisvarehuse	Politiet fastholder, at rockermiljøerne er hjemsted for organiseret kriminalitet	1
hjerte	Når mit hjerte holdt til at se Lena gifte sig med Martin, så holder hjertet til hvad som helst	Rom ligger centralt i hjertet af den italiske halvø	0
hjertedød	Skal organdonoren være hjerne- eller hjertedød?	hjertedød betyder uopretteligt ophør af hjertets funktion som pumpe	0
hjørne	Sofus slikker frimærker og sætter dem i øverste højre hjørne af kuverterne	Ved at flytte hjulene helt ud i hjørnerne har man opnået bedre pladsforhold, større komfort og bedre køreegenskaber	1
hoppe	Alle på Old Trafford holdt vejret, mens bolden hoppede hen mod målstolpen -- og forbi den	tudsen .. hoppede over gulvet med høje klask	1
hoste op med	Hvordan kan du dog hoste op med sådan noget barnagtigt bræk?	de kan få deres unge igen, hvis de hoster op med en hulens masse gysser	0
hug	Troels havde sat ham til at holde på huggeblokken, når han løftede øksen til hug	Har han brugt karate overfor dig? -- Jeg har engang fået et par hug i nakken	1
hugtand	hjørnetænderne i overkæben er hos hannen : hos dværghjorte udviklet til hugtænder	Vampyrer er hvide. Helt, helt hvide, med lange fingre og hugtænder	0
hul	Når der går hul på huden, uanset om det skyldes, at man falder og slår sig eller bliver opereret, dannes der arvæv	En sten har åbenbart ramt ham og slået hul i baghovedet	1
hurtigløber	Helt fremme : i angrebet tre hurtigløbere, der alle kan klare 100 meter på under 11 sekunder	efter to-tre år uden fornyet vækst, er flere hurtigløbere allerede forsvundet, mens andre har resigneret	1
hus	byen består af 50-100 huse	Aldrig før i den samlede Danmarkshistorie blev der bygget så mange huse som i 60erne og 70erne	1
husleje	Hvis hun ikke har betalt huslejen i morgen aften, bliver hun smidt ud	Regeringspartierne har brudt deres valgløfter om stop for stigende huslejer for såvel lejere som ejere	0
hverdag	Telefonerne er åbne kl. 11-13 og 15-17 alle hverdage undtagen lørdag på (01) 11 85 11. Søndag 16-17	TV-folkene .. filmede hverdagen på bordellet gennem tre måneder	0
hylde	statsministeren blev hyldet af de 2000 delegerede og gæster med et minuts stående bifald	over 100.000 hyldede EM-heltene på Rådhuspladsen	1
hyle	Da grisene så Lisbeth og Snuden, troede de, at de skulle fodres, og så hylede de	De andre fra klassen er gået i bad. De hyler inde under bruserne	1
hyle	Sergenten var en hidsigprop, der hylede og skreg efter de unge mænd, der skulle stå ret	Nu rykker fodfolket frem. Geværerne plaffer. Kugler hyler dem om ørerne	0
håndbog	Denne pakke rummer programmet At Ease, et træningsprogram i at bruge din Macintosh : computer, en 50 siders håndbog og et oversigtskort	håndbogen Social ABC: På forsiden af bogen står der: Snyd ikke Dem selv -- kend Deres ret! Og hermed ridses borgerens rettigheder i alfabetisk rækkeorden op i løbet af bogens ca. 450 sider	0
hår	Vist er håret på brystet ved at gråne, men brystkassen er bred og armene muskuløse	penslen hænges til tørre med hårene nedad	1
hård	Philips Softone giver dit hjem et behageligt, blødt og blændfrit lys uden hårde skygger	Diamanterne er det hårdeste stof, der findes i naturen	0
hænge	Han hængte sin frakke på plads og gik ind i stuen	De bandt røde bånd om appelsiner og hængte dem op, så de kunne dufte over det hele	1
hærskare	Og med ét var der sammen med englen en himmelsk hærskare, som lovpriste Gud	Efterhånden har der samlet sig en hærskare af sjakaler og hyæner, som lusker rundt for at få del i byttet	0
hæve	Kvinden havde hævet 2.000 kr. i en Dankort-automat i Algade i Roskilde	Vi som er her til stede, vil hæve vores glas	0
højtid	ensomheden gør især ondt ved juletid, fordi alle følelser kommer væltende ved sådan en højtid	Synet af Operahuset giver mig altid en følelse af højtid. Stolthed over, at Utzon og jeg er danske	0
iagttagelse	Der er mange skarpsindige iagttagelser i bogen, mange slagkraftige pointer	Det var en fin iagttagelse, du gjorde her, Lillesøster	1
identitet	vidnet .. har måttet skifte navn, identitet og flytte til en anden del af landet	Sammenligning er i sig selv en metode, der må anvendes, når man skal fastslå en identitet mellem to fænomener	0
ikke kunne døje	Der er bare nogle mennesker, som man ikke kan døje	Hun kunne ikke udstå sit job	1
ikke kunne snuppe	Der er bare nogle mennesker, som man ikke kan døje	Hun kunne ikke udstå sit job	1
inderside	glasset holdes på skrå, så vinen kan flyde ned langs indersiden	i det samme ramte Thomas bolden med indersiden af foden, så den skruede .. op i det højre målhjørne	1
indføre	Franskmændene køber Rumæniens bedste kvaliteter og indfører vinen på tankvogne	Bjørnekloen blev indført i Danmark i første halvdel af 1800-tallet som en prydplante	1
indgreb	Trods en uges udmattende forhandlinger lykkedes det ikke at få vedtaget alle foreslåede indgreb for at redde det globale ozonlag	en tidlig påvisning af brystkræft betyder mere skånsomme indgreb	0
indhold	Siden forrige århundrede er atmosfærens indhold af kuldioxid steget med 25 %	Bladets indhold må ikke anvendes i erhvervsøjemed	1
indhylle	en tyk, sort, kvalmende røg steg op fra lokomotivet og indhyllede gaden langs banen i mørke	I det økonomiske mørke, der har indhyllet Polen som et resultat af 45 års kommunistisk planøkonomi, kan polakkerne efterhånden ane lyset for enden af tunnellen	1
indie	det hotteste og mest hippe i hidsig, hypnotisk house, techno og indie på scenen	Indieklubben byder på de faste DJs, der vil spille gammel og ny indie	1
indlæg	Midt i bogen er der et specielt 16-siders indlæg med tegninger af nogle af de bizarre robotvæsner	Høringen forsøgte med sine mange forskellige indlæg at få afdækket de områder, som loven influerer på	0
indlægge	Hvis man skal opereres for kræft, bliver man indlagt på sygehus i kortere eller længere tid	franskmanden måtte indlægges med svære kvæstelser, men han er uden for livsfare	1
indretning	De to ejere har haft mulighed for at bestemme lokalernes opbygning og indretning	På mange måder er fagbevægelsen blevet en bremseklods for en fornuftig indretning af vort samfund	1
indtryk	det var tydeligt at onkel Oscars ord havde gjort indtryk på hende	Under indtryk af nederlaget forsøgte Grundtvig at prædike en national genopvågnen	1
indtægt	Jobbet gav hende sidste år en indtægt på den rigtige side af millionen	Vi har ingen bil, det har vi ikke råd til, når vi kun har min indtægt	1
initiativ	Fra alle sider lød der anerkendelse af initiativet, der skal fremme erhvervsudviklingen og dermed bedre beskæftigelsen	nok så betydningsfuldt er det, at alle skolens ansatte viser initiativ og fantasi, således at de kan sætte en udvikling i gang inden for de almene ungdomsuddannelser	0
inspirere	Bohrs forunderlige varme menneskelige egenskaber inspirerer også nu gennem de erindringsbøger, som i disse år udkommer i mange lande	På det seneste har Dronningen i sit maleri ladet sig inspirere af Per Kirkeby	1
instinkt	Hendes instinkt sagde hende, at der var sket noget frygteligt	Det erotiske instinkt er et af menneskets stærkeste instinkter	0
integrere	Kan man blive totalt integreret i det danske samfund og alligevel være rettroende muslim?	Det 10. skoleår skal fortsat være en integreret del af folkeskolens samlede tilbud til de unge	1
intens	Jan vil fremlægge sine resultater af mere end to års intens forskning	Jeg har trænet intenst de seneste uger. Jeg vil være optimalt forberedt	1
interesse	det er jo herligt at vi kan forenes i en fælles interesse for splatgenren	Jeppe havde med stigende interesse lyttet til den lange udredning	1
internetvirksomhed	Semel har ingen tidligere erfaring med internetvirksomhed og var et usædvanligt valg til at lede et selskab med store problemer	Der er stærk utilfredshed med, at regionerne sandsynligvis må vente forgæves på penge til internetvirksomhed	1
introducere	hun ville forsøde min formodede ensomhed ved at introducere mig i det mondæne natteliv	Vores mål er at kunne introducere virksomheden på børsen om 5-6 år	1
jakke	Leon slog kraven på sin jakke op for at skærme mod vinden	Har du det bedst i cowboy-bukser og træsko eller i jakke og slips?	0
jarl	Danskernes populæreste te er Earl Grey, opkaldt efter den britiske premierminister, jarl Charles Grey	Thoras død var så stor en sorg for Regnar, at han satte et par jarler til at styre landet	0
jod	Hvilken metode, man end anvender : til at fjerne en tæge, bør stikstedet bagefter pensles med rød jod	inden du kommer plaster på såret, er det .. rart at vide, om det skal pensles med tøsejod, jod eller Klorhexidin	1
juice	Jeg forlangte juice og blødkogt æg til morgencompleten	Da jeg havde købt ind, sad jeg på kanten af parkeringspladsen og drak en kold juice af sugerør	0
kadaver	at ville vurdere en forfatter på hans værker, vil svare til at bedømme en person udfra hans kadaver	Vi slår smut, finder store anderledes muslingeskaller -- og sågar kadaveret af et dødt marsvin	0
kage	Lækkert -- en af mine kolleger giver kage til eftermiddagskaffen	jeg elsker kage og søde sager!	1
kald	At være politiker blev oprindeligt opfattet som et kald, ikke som en levevej	han fik kald som residerende kapellan ved Skt. Marcus Kirke	0
kalde	der var en halv time, til passagererne ville blive kaldt ud til maskinen	jeg tudede, da jeg blev kaldt ud på sygehuset	1
kalender	Jeg noterer alle aftaler i en kalender, ellers glemmer jeg dem	Du går ud i forårsfrakke, sagde han, bare fordi kalenderen siger syvende maj	1
kalk	Reformationen .. overstryger kirkernes brogede malerier med kalk	Jesus tog kalken, velsignede den og gav dem den	0
kalkulation	Indkøbschefen kommer og stikker et bundt beregninger frem for at drøfte nogle kalkulationer	Det var kynisk kalkulation, der i går sikrede Odense-mændene sæsonens anden sejr	0
kalkulere	Man havde kalkuleret med et overskud på omkring en halv million kroner årligt	Når fabrikken kalkulerer prisen på en ny bil, bliver alle de relevante omkostninger regnet med	0
kalv	Derefter får hun kalv i rødvinssauce med grøntsagsragout	Adskillige gange traf vi elgmødre med én eller to kalve	0
kanal	Det er efter slusen i Skien, at idyllen og den egentlige kanal begynder	På VHF-anlægget er kanal 16 kaldefrekvensen til kystradiostationerne og den kanal, hvorover der udsendes nødsignaler	0
kanelstang	Hæld hvidvin, nelliker og kanelstang i en gryde og kog op	Vi skal hjem og have eftermiddagste og kanelstang, sagde Sofia stolt	0
kanon	flere stemmer spiller melodistumper som kanon, men i forskellige rytmer	Formanden .. lægger ikke skjul på, at man nok skal på jagt efter en udenlandsk kanon : som basketballtræner	0
kante	Kørebanen, der på hver side var kantet af en rendesten, var snæver	Han griber fat i en skjorte og er allerede ved at kante den på	0
kapitel	Nu er den sidste eksamen overstået, og et helt kapitel i deres liv er slut	flere statistikker .. afslører, at diskriminationen mod kvinderne ikke er et afsluttet kapitel, tværtimod	1
karakter	Har jeg været en ravnemor, når min søn er blevet sådan en svag karakter?	Filmen er fyldt med umulige situationer og bizarre karakterer (inkarneret af en perlerække af gode skuespillere	1
karat	Christian Diors bijoux kæder (hals: 1.395 kr. Arm: 930 kr.) er belagt med 18 karat guld	Det var vokal kammermusik af højeste karat, man kunne høre i Markuskirken med den engelske kvartet The Hilliard Ensemble	0
karavane	så rykkes teltpælene igen op, nye løb venter forude, karavaner af biler krydser landegrænserne	Kommer lederen en skønne dag, er det sandsynligvis i spidsen for en lille karavane af internationale erhvervsfolk eller journalister	1
karklud	Skift karklud hver dag -- og husk, at karkluden skal kogevaskes	han slap hende, og hun sank sammen som en karklud	1
kaste	Bølgerne går højt, og skibet kastes fra side til side	Vejgrebet er acceptabelt til normal kørsel, men det er ikke en bil, man skal kaste for meget rundt med	1
kegle	Brug en ske til at fordele risene med i gryden, så de tager form som en kegle	Lommelygten skærer en gul kegle gennem alt det sorte	1
keramik	Damerne har hæklet, strikket og skabt keramik og meget andet til en kæmpebod	keramik kan inddeles i lertøj og fajance med porøs skærv og i stentøj og porcelæn med sintret, tæt skærv	0
ketsjer	med det yderste af ketsjeren nåede han en cross-bold, som blev forvandlet til en vinder	Efter at have sejlet efter fisken tre gange kunne jeg føre den ind i min store ketsjer og løfte den ind i båden	0
kilde	Lademanns Store Leksikon er en uudtømmelig og let tilgængelig kilde til viden for hele familien	Israel henter en fjerdedel af sit grundvand fra kilder, der har deres udspring i Judæa og Samarias bjerge	0
kile	den lille stump papir, som jeg havde kilet ind mellem de to øverste mapper, lå der endnu	Citroën ZX afløser ikke nogen nuværende model, men kiler sig ind mellem AX og BX	1
klappe	Hele restaurationen klappede ad de fire, der sang flere gange til glæde for de spisende	rytteren kløede hesten bag øret og klappede den beroligende	1
klare	Jeg tror faktisk godt, jeg kan klare at vaske gulvet selv	Når man er vant til at klare livet ved hjælp af alkohol, kan det være meget vanskeligt at undvære	1
klare	Antibiotika kan i de fleste tilfælde klare meningokokker og andre lignende bakterier	John Iversen klarede et par straffekast i 1. halvleg	0
klassiker	Hun foretrækker til hver en tid at læse de gamle klassikere som f.eks. Dickens romaner	Nummeret hed I Got You Babe og er siden blevet en klassiker	1
klat	En solsort lægger an til landing tæt ved drengene, men taber en klat af bar forskrækkelse	undgå, at lærer og censor skal lede forvirret mellem streger og klatter for at finde teksten	0
klinge	Talrige gange stak han efter hende med våbnet -- en spejderdolk med træskæfte og en 11 cm lang klinge	Nærmest chokeret råbte han på klingende fynsk til sin hustru, at der havde været indbru	0
klo	et par gange mærkede han de sprællende kaniners kløer ridse gennem trøjen	Lige over indgangen : til rævehullet krogede et stort træs rødder sig ud til alle sider som kloen fra en kæmpefugl	1
klon	Konkurrenterne byggede billige kloner, tro kopier af IBM-PCen	Et tysk musikforlag har spurgt, om jeg kan lave en plade for dem med en klon af Madonna, Kate Bush og Björk	1
klump	Med mellemrum kommer klumper af togpassagerer væltende ud gennem hovedindgangen med deres kufferter	stenene på gårdspladsen .. fik fødderne til at vrikke over i træskoene og blive til ømme klumper	0
klump	Først triller hun dejen aflang. Så skærer hun den i små klumper, der er nøjagtig lige store	Inden en klump rav kan indfattes i sølv, skal den vaskes og slibes	1
knalde	Jeg væltede om på ryggen med et vældigt brag og knaldede hovedet ned i isen	køerne ville ikke op på ladet, og opkøberen knaldede løs på deres bagparti med en kæp	1
knude	Hubert .. bandt det bøjede søm fast i enden af sejlgarnet med et par solide knuder	krævende opgaver kan godt give knuder i maven	0
knuse	Mandens tilværelse er knust. Han sidder bare i en stol og ser apatisk frem for sig	Billedet af den knuste Preben Elkjær med de flænsede bukser står endnu skarpt hos alle fodboldfans	0
knække	Aktiefesten i dansk fodbold kan medføre, at ligaen knækker over i få meget stærke og mange økonomisk svage klubber	Udenfor knækkede en gren, rev nogle planter med sig og styrtede tungt til jorden	1
kog	Mellem Tønder og Vesterhavet er der lige siden midten af 1500-tallet blevet inddiget koge	Varm svampestuvningen op, men lad den ikke komme i kog	0
koloni	jeg var også med i en dansk litteraturgruppe, hvor jeg mødte nogle søde og spændende piger fra den danske koloni : i Bruxelles	Fiskehejrens unger vokser op i kolonier -- der er som regel flere reder i nærheden af hinanden	0
kolonne	æggehvide ledes gennem en kolonne med et porøst materiale, der binder lysozym. Siden skylles med en saltopløsning, hvorved lysozymet frigøres	på vejen videre sydpå kunne vi vinke til staklerne, der holdt i de endeløse kolonner i den modgående kørebane for at komme nordpå	0
kommandoraid	valutaspekulanter forsøger et kommandoraid mod den danske krone	Israel angriber Libanon helt op til Beirut for at standse palæstinensiske kommandoraids	0
komme	man kan ikke undgå at komme i godt humør med Holberg, det gør man med komedierne	Tre centre er allerede lukket, og flere kommer til	1
komme	Til hverdag må en bulet Ford Escort holde for. Men når solen skinner, kommer Corvetten frem	Blomsterne kommer længe før bladene hos følfod	1
kommission	Barks har lovet dem 30 procent kommission for salg af kunst for 126.000 dollars	Disse gik omkring til skipperne, af hvem de fik i kommission at skaffe søfolk	0
konge	laks er .. fiskenes konge og derfor så attråværdig	Spillet varer, til den ene konge er mat	0
kopist	man havde noget der hed kopister, som sad og kopierede dokumenter, når der skulle bruges en kopi	kendte, danske mærkevarer inden for eksempelvis legetøj, møbler og belysning er blandt kopisternes foretrukne inspirationskilder	0
korrektion	Til teoriprøven satte Gitte den motorsagkyndige på plads med en korrektion og henvisning til teoribogen	De sidste detaljer i handlen gik i orden i går eftermiddags efter mindre korrektioner i det oprindelige kontraktudspil	0
kors	Jesus hænger på korset med svagt nedadbøjet hoved, og hans ansigt omkranset af den hvide glorie virker næsten fredfyldt	På væggen bag hende .. tegner sollyset en skygge af vinduets ramme, et stort kors	1
kravle	luftfotos fra Sudan viser, at Sahara fra 1958 til 1975 kravlede 100 kilometer mod syd	hun borede foden endnu et lille stykke ind under mit lår. Samtidig kravlede den anden fod tæt hen mod mig	1
kreds	Endelig er der frit forbrugsvalg, idet kortet ikke kun kan anvendes i en snæver kreds af forretninger, men over hele landet	Lad eleverne stå i en kreds med hinanden i hænderne	0
krog	der mangler kroge på tørrestativerne, så man ikke kan opsætte snore	De slagtede svin hang på kroge over plasticbaljerne	1
krone	håret, som endnu var fyldigt, bar hun højt opsat i en jerngrå krone	Mennesket er skabningens krone, altings herre, tilværelsens centrum	1
krop	Slagterlærlingen yndede at prale af sin store stærke krop på 190 cm og 100 kilo	solskin og frisk luft vil hjælpe med at afgifte kroppen og genopbygge sundhed	1
krybe	Man glemmer ikke sådan PHs ord, når de én gang er krøbet ind i hjernecellerne	En vag angst for, at vi var ved at miste freden, krøb indover Europa	1
krybe	en .. lang pytonslange var krøbet gennem en trækkanal ind på en ældre mands badeværelse	Alle kastede sig ned. Også jeg -- og krøb ind under en af politiets Volvoer	1
kugle	Vikingerne kunne ikke vide, at jorden var en kugle. For dem var den en skive, der flød på et stort hav	Tril blød nougat til små kugler og vend dem i chokoladekrymmel	1
kult	det bliver aldrig det samme som dengang i 80erne, da hip-hop var en kult	Tegnefilmen South Park, som allerede er kult i USA, nåede til Danmark i denne uge	1
kunne	Mere lagkage? -- Jeg kan ikke mere, jeg må jo også passe på vægten	I Lotto kan man vinde flere millioner ved at ramme syv tal	1
kurre	Åh, hvor er det kært af dig at ringe, Samuel, kurrede Maria. -- Det er også frygtelig længe siden, vi har set noget til hinanden	Der sad .. et par gråblå duer og kurrede indsmigrende til hinanden oppe i en trætop	0
kurv	Forgæves har Pollyanna forsøgt at fastgøre kurven med Selma, så den ikke ved en pludselig opbremsning slynges i vejret	der er selvfølgelig også hjerter og kræmmerhuse, kurve og engle. Ny og gammel pynt imellem hinanden	1
kåbe	Hvad pokker, er De i seng? Men så går jeg da igen. -- Endelig ikke. Nu er jeg jo oppe. Og undskyld mig, jeg er i kåbe	Hun kom til at sitre trods kåben og varmen fra de mange levende lys, der smykkede kirken	1
kælve	manden .. tog kajakken og roede ud der hvor isen den kælvede	hun var med alle vegne og overværede dyrene kælve, fole og fare og hvad det ellers hedder når dyr føder	0
kæmpe	Sygehusene kæmper indbyrdes for at få lov til at overleve, og det giver et enormt dårligt arbejdsklima	frihedskæmperne .. kæmpede mod tyranni og undertrykkelse, for retten til at leve i et frit land	1
