form	sentence_1	sentence_2	label
gulv	Af hensyn til transmissionen har man måttet hæve gulvet i bagagerummet : i bilen	brugsmusik, musik der afspejler følelser, der knytter sig til livets op- og nedture, og kan bruges af ham og hende på gulvet	0
gummi	Hun var holdt op med at bruge noget, hverken piller eller noget. Hun forlangte heller ikke, at jeg skulle bruge gummi	Gamle ledninger er isoleret med gummi, som efter nogle år kan blive stiv og knække	0
gummi	Da britiske plantage-ejere begyndte at dyrke gummi i 1800-tallet, var det svært at finde folk til det hårde arbejde	De tapper gummi, plukker paranødder og andre af skovens frugter og går på jagt	1
gummistempel	Det kan ikke være rigtigt, at Folketinget blot skal være gummistempel for det forlig, som DA og LO har indgået	Derefter tog han en rød stempelpude frem fra lommen, et gummistempel op af tasken, og med stor autoritet stemplede han i papirerne	0
gummitræ	Over 60 % af Malaysias opdyrkede areal er beplantet med gummitræer	Jeg husker Mormors stue med gummitræet og de tunge dyner	0
gurgle	Vandet løber i små strømme ude i kanten af asfalten og forsvinder gurglende i kloakken	Han gurglede nogle ordentlige mundfulde : cola ned, før det blev min tur	0
guvernør	guvernør Bill Clinton fra Arkansas har lagt sig i spidsen i kapløbet om hvem der skal være demokraternes præsidentkandidat	min tipoldefar var en Oxholm, der blev guvernør på De Vestindiske Øer efter von Scholten	0
gyde	Sikkerhedsrådet .. havde tydeligvis til hensigt at gyde et stærkere skær af international anerkendelse over den amerikanske indsats	Det var dog en ualmindelig dejlig sød og klæbrig sovs, som S og SF fik gydt ud over dette forslag	0
gylden	En lyst for øjet var hun stadig, sorthåret og med gylden hud	For 3,75 gylden, eller ca. 13 kr., kan man få sig en rundtur i sex gennem tiderne : i et pornografisk museum	0
gymnastik	To timer gymnastik om ugen er for lidt, mener både en del lærere, elever og forældre	Der er ingen tvivl om, at det er godt at gøre gymnastik i en pause på arbejdet	0
gynge	når vejret blev uroligt og båden gyngede, måtte jeg gå ud i det fri for ikke at blive søsyg	Julie .. smed sig på vandsengen, så madrassen gyngede voldsomt	1
gyser	Kampen om Venstres to kredsmandater i Vejle Amt blev en gyser	Martin Schmidts danske novellefilm Afmagt er en flertydig gyser om en kvinde, der hjemsøges af sin døde søn	0
gå	Han gik med faste, militæriske skridt, værdigt, som om hele verden så på ham	Lisa gik rask hen til Jakob og stillede sig foran ham	1
gå	Baguetterne bør spises, inden der er gået 3 timer efter bagningen	Hans tid går med at arbejde, spise, træne og sove	1
gå	I Tyrkiet fandt vi ud af, at der gik en lillebitte færge fra havnebyen Marmaris til Rhodos	Oprindelig gik banen fra Lyngby via Nærum til Vedbæk, men den sidste del kortedes af i 1924	0
gå	Et forslag om at hele bestyrelsen i det skandaleramte selskab skulle gå, fik kun én stemme	lad os gemme Alfred Lauersens historie lidt og gå tilbage til begyndelsen	0
gå	Der gik betændelse i foden, jeg fik penicillin, smertestillende tabletter og dræn i foden	Da jeg så bilen udenfor, skulle jeg være gået igen, for jeg kom ubelejligt	0
gå	Sivebæk går selv, han går selv nu, og han skyder, men ved siden af	For at komme i klubben, skal man mindst gå i 7. klasse	0
gå 'af	Under tumulten gik pistolen af to gange	i det valgte parlament har kommunisterne flertal og de tvang præsidenten til at gå af	0
gå 'ind	Sæsonen for vildt er gået ind	aviser, der først er gået ind, har det med ikke at komme ud igen	0
gå 'ud	Selv juletræer i to meters højde er gået ud. Så tørt har det været	der er nok mange piger, der går i byen for at finde en fast fyr	0
gåde	jeg kom til at tænke på gåden: Hvorfor har haner ingen hænder? Svar: Fordi høns ikke har bryster	Hvordan Katja holder figuren er os en gåde, for hun bevæger sig næsten aldrig	0
gård	1575 stod gården genopbygget af Jacob Seefeld i tre etager og tre fløje af munkesten med ikke mindre end syv tårne	Man skal ind gennem en bred port, over gården til baghuset. Der er en næsten parisisk stemning over denne baggård	0
gårdmand	tyvene gennemrodede skuffer og skabe, indtil damen råbte om hjælp. Så stak de af, men blev genkendt af ejendommens gårdmand	Andelsmejeriets oprettelse skyldtes gårdmænd på egnen	0
gælde	Der var forskel på sport og en prøve, som gjaldt ens fremtid	Nu var det dé to og deres fælles kærlighed, det gjaldt	0
gælle	Hun arbejdede på havnen i Skagen med at gælle sild	Hun tog fat med fingrene under gællerne og gav sig til at skære lige bag hovedet	0
gære	øllet stod i store tønder og gærede i fadeburet	Når 1 liter druemost gæres til vin, frigøres der cirka 45 liter kultveilte	1
gæst	Danmark er kendt for gennem århundreder at have modtaget gæster og fremmede, der har beriget kultur og udvikling fra den tidligste middelalder	Høgeuglen er en sjælden gæst i Danmark, men har dog overvintret her flere gange i løbet af firserne	1
gø	de havde en hund, der hed Vaks. Den gøede, hver gang der kom nogen	Der var ikke en kat, der gøede, da Københavns Kommune i 60erne ville nedrive de gamle huse .. mellem Borgergade og Adelgade	0
gødning	Træet vandes med flydende gødning i vækstperioden og beskæres eller formes om efteråret	svampen Pilobolus .. findes kun på gødning af planteædere: Kvæg, hjortevildt og heste	0
gøgeunge	terminalbygningen er en gøgeunge, der stjæler billedet fra det kønne rådhus	den rytmiske musik må finde sin plads blandt samrådets 46 foreninger, og ikke som en gøgeunge smide andre ud af reden	0
gøre	de tyske anlæg er gjort af en betonkvalitet, der åbenbart er uforgængelig	kanten af skoene gjorde en lille udhævning, en skygge, hvori man anede føddernes midterparti af blødt skind	0
gøre	kommunisterne .. ønskede at gøre Tyskland til sovjet-stat	Den mand har ikke gjort noget, som kræver dødsstraf eller fængsel	0
gøre	Leonora fremstår i romanen som en meget stærk kvinde, gjort af det materiale som skaber heltinder	han gjorde den purunge Elise Ahlefeldt-Laurvig gravid	0
gøre	Fartøjet gjorde turen for egen motor	Peter gjorde ild og flåede de to store ål de havde fanget	0
gøre 'sit (mit, ..)	Mange år i den kolde, tynde og fugtige luft havde gjort deres til at ødelægge hendes lunger	Min far har lovet at holde et bal for mig, når jeg får gode karakterer for mine franske stile. Jeg skal gøre mit til, at det ikke varer længe	0
hagle	Moses rakte sin stav mod himlen, og Herren lod det tordne og hagle	manden med solbrillerne gispede, og sveden haglede ned ad ansigtet på ham	0
hak	Jeg forstår ikke et hak!	Han giver muldvarpene et ordentligt hak med spaden, så de dør omgående	0
hak	man aktiverer tyverisikringen ved at dreje nøglen et hak til højre i låsen	den internationale rente har fået et hak opad	1
hakke	I to-tre-fireårs alderen, hvor børn lærer at tale, er det helt almindeligt, at de i kortere perioder hakker sig igennem sætningerne	Måske var det rejsen i den overfyldte, hakkende bus gennem bjergene til Merida, der vækkede ham	0
hale	Han halede den flotte torsk på 17,6 kg op fra Øresunds dyb og slog sin hidtidige rekord	Planke trak på skuldrene og halede i hesten som villigt fulgte med	1
hale	Jo ivrigere hunden bliver, desto højere løftes halen i vejret	der svømmer en kæmpe blåhval rundt og den basker med halen og laver et ordentligt springvand	1
hale	Hov, vent, siger han og haler hende tilbage. Du kan da ikke bare sådan stikke af.	Hvis man fløj med den minimale hastighed, så ville halen røre ved jorden før hjulene	0
hall	hun kom ind gennem den fornemme hall på hotellet og videre op på sit værelse	Villaen indeholder i stueetagen: Vindfang, bryggers med grovkøkken, hall med trappe til 1. sal	0
hals	rødvinen står klar .. og i sommerens anledning pynter et hvidt satinbånd om karaflernes hals	Luk de 19 .. midterste m af til halsen og strik hver side for sig	0
halsbånd	så mødte jeg ved receptionen en dame med et ualmindeligt smukt halsbånd i hvidguld	Han sætter hurtigt snoren fast i hundens halsbånd, og flygter med den ned ad gaden	0
halv flaske	Til forretten delte vi en halv flaske Alsacevin	Jeg gik hjem og drak en halv flaske vodka, og det hjalp så lidt på problemerne	0
halvfjerdser	Jeg blev stærkt engageret i de forskellige kvindebevægelser der opstod i halvfjerdserne	Anne Maries mor var nu i begyndelsen af halvfjerdserne, stadig slagfærdig og spraglet klædt	0
halvgud	Cary Grant og Marilyn Monroe var halvguder, der i form af fanbilleder og filmroller kom inden for synsvidde	hele den oldnordiske gudeverden deltager i kalaset bl.a. halvguden Loke og krigsguden Thor	0
halvkugle	USA ville ikke acceptere, at fjendtlige magter skulle få fodfæste på den vestlige halvkugle	Bakken hvælvede sig stort op over den flade mark i en forunderlig og fuldendt halvkugle	0
halvleg	Bare de nu .. kunne holde forspringet -- i det mindste indtil halvlegen	man .. befinder sig i en sær stilstand med sønderslåede følelser og venter på at få kræfter til næste halvleg af livet	0
halvmåne	Kom en lille skefuld revet feta og lidt dild på hver dejcirkel. Bøj cirklerne til halvmåner	I det samme flængede et vindstød skyerne til side og blottede halvmånen	0
halvmåne	vil du have at jeg skal kaste mig over en af de der halvfede journalister med hængerøv og halvmåne?	Aftagende halvmåne, sidste kvarter, indtræffer den 19. og nymåne den 25. oktober	0
halvskygge	Brombær trives på de fleste jorde, såvel i fuld sol som i halvskygge	på begge sider af dette område i halvskyggerne vil lysstyrken tiltage udefter	0
halvårlig	det belaster de ældre pensionisters økonomi med 500 kroner om året, hvis man har 2 halvårlige tandlægebesøg	Man kan selvfølgelig tegne sig for et halvårligt medlemskab, men de seriøse tager et helt år med det samme	0
hammer	I andet forsøg landede hammeren på 67 meter	Skomagerpigen skar det lille stykke gummi til og slog det med præcise slag af sin hammer på skoen med små blå søm	0
hammer	Kuglehovedet : på skrivemaskiner er senere erstattet af et roterende skrivehjul som slås an af en elektromagnetisk hammer	trommehindens svingninger overføres til hammeren, som igen sætter ambolten og stigbøjlen i bevægelse	0
hammerslag	Nu kan man se, hvordan de mange kiler og de hårde hammerslag får den store træstamme til at dele sig	ud over selve spændingen ved hammerslaget er der både oplevelser og smukke ting at hente	0
hamre	pladen hamrede direkte ind på førstepladsen i USA	Jeg er ved at blive skør af jer to kællinger! råbte han og hamrede hovedet ind i væggen	0
hamre	styreluften fra kommandobroen til maskinrummet svigtede. Derfor fortsatte færgen med fuld fart og hamrede ind i bolværket	En dyb, knitrende, hamrende lyd, en bil og glas, der knuses, skrig overalt	0
han	Tjuren, som desværre ikke findes i Danmark, er meget stor. En han kan blive 85 centimeter lang og veje over 6 kg	Det sidste tal i vores CPR-nummer angiver som bekendt det køn vi har. Lige tal for hunner -- ulige for hanner	0
handel	Fra på torsdag den 8. oktober er det nye frimærke i handelen	Det viste sig, at de forretninger, han lavede, var handel med brandvarme hælervarer	0
handelsfolk	fønikere, et semitisk handelsfolk med babylonsk-egyptisk blandingskultur, organiseret i bystater	Man skelnede mellem to slags handelsfolk, lokale detailhandlere og engroshandlere, der importerede varer fra andre byer	0
handelshus	Englænderkrigene havde ramt for hårdt. Den danske handelsflåde var næsten ødelagt, flere af de store handelshuse var gået fallit	Området skal nu renoveres og bebygges med boliger, kontorer, handelshus og hotel	0
handicap	Han er født med et fysisk handicap (arme som thalidomidbørnene) men klarer selv sin tilværelse	Ordblinde forsøger ofte at skjule deres handicap for ikke at blive stemplet som dumme	1
handle	En dag, hvor min kone var ude at handle, løb hun på en gammel skoleveninde	Efter skole handlede jeg ind: grødris, sukker, bananer og gulerødder. Jeg skulle nemlig også lave mad!	1
handle	Jeg arbejdede i et firma, der handlede med foder til husdyr	Hans rastløse væsen fik ham ofte til at handle impulsivt og tage chancer	0
handlingsplan	det er lykkedes at få flertal for en ganske god handlingsplan til bekæmpelse af dioxinforureningen fra affaldsforbrænding	Jeg fandt romanen spændende også på handlingsplanet og læste den hurtigt	0
handske	Mesterbokseren hilste med sin sortblå handske	Han udførte operationen iført sterile handsker og kirurgisk ansigtsmaske	0
hane	Det er så hyggeligt med en hane, men faktisk lægger hønsene lige så mange æg uden	for hønsefuglene .. er det sådan, også kendt fra tamhøns, at hanerne viser hønerne, hvor der ligger noget : føde	1
hanekam	Hannen har en imponerende hanekam på hovedet, som man ikke rigtig ved, hvad han bruger til	foran Ungdomshuset stod to fyre med hanekamme og sloges for sjov	0
hangaround	En hangaround skal bl.a. opvarte rockerne, gøre rent i rockerborgen og forestå udvendig vedligeholdelse af bygningen	En hangaround har overhovedet ingen rettigheder og er ikke med til klubmøder eller andet, der kan give indsigt i klubbens aktiviteter	1
hapse	Man forventer altid, at nogle mennesker hapser lidt, men her var der tale om hundredvis af stjålne plakater	kommer edderfuglen for langt ned, farer vagthunden op som en raket og hapser den	0
harddiskoptager	hvis du bliver afbrudt midt i en spændende fodboldkamp, starter du bare din harddiskoptager. Kort efter kan du se kampen videre med nogle minutters forskydelse	HAR-D1000 er Sonys første harddiskoptager. Apparatet optager musikken fra dine cder, efterhånden som du spiller dem	1
hare	det ville jeg nok aldrig have turdet, jeg er for meget af en hare	Det pusler mellem træerne og skjult i det høje græs ligger en hare og trykker sig forskræmt mod jorden	0
harem	Han blev hurtigt kendt for at .. stå på ski med prins Charles, være ven med prinsesse Diana og have et sandt harem af smukke jetset-kvinder	Hvem har det største harem? -- Kejser Senarat af Ceylon har en dronning og mindst tyve kurtisaner	0
hartkorn	en stor virksomhed, efter guldsmedebranchens hartkorn	Tabelkommissionen foretog i 1835 en undersøgelse over hartkornet i Danmark	0
hat	Kouringer er store, runde brød, som bages med en hat, d.v.s. en dejbolle, der trykkes fast oven på brødet	Bjørn var en elegantier. Han var en flot mand med cigar, hat og paraply	0
hattedame	trængende skulle gøre sig fortjent til at få hjælp. Dengang var det især kirken og hattedamerne, der gjorde en indsats	humanistiske grunduddannelser frekventeres også af de såkaldte hattedamer og pensionerede majorer	0
havarere	Hvad er det, der driver den vestlige verden til at finansiere det ene havarerede bistandsprogram efter det andet	170.000 tons råolie nåede kysterne fra den havarerede supertanker	0
have	Han var helt åndeløs efter at have løbet op og ned ad trapperne	De folk, som efterligner vores lyd og hugger vores numre, skulle have nogle tæsk	0
have	Naboen vil have, at vi fælder træet, men det vil vi meget nødigt, da vi bor i sommerhuset hele sommerhalvåret	Jeg er selv et udpræget familiemenneske, og jeg vil gerne have børn engang	0
haveby	begge havebyer er nu truet af den ny godsbane, som skal etableres i forbindelse med den faste forbindelse over Øresund	Boligforstaden Tapiola : i Helsinki opf. 1952-67 som mønsterbebyggelse, anlagt som haveby	0
havemand	Hvad enten du har en altan eller en park udenfor vinduet, skal det være dig en glæde .. siger den engagerede havemand	Siden august har han ernæret sig som havemand i de nordlige områder af København, her tusser han rundt og tilbyder folk at ordne deres haver	0
haveselskab	Søren Ryge Petersen er redaktør af Haven, de tre haveselskabers fælles blad, som 80.000 haveinteresserede abonnerer på	Pragtfuld hvid kæmpevilla i mondænt kvarter. Eksotisk indhegnet baghave med markisedækket terrasse, velegnet til haveselskaber	0
havn	Ægteskab er en havn i stormen, men oftere en storm i havnen	Fra højttaleren kommer de ældgamle ord Færgen er snart i havn. Bilisterne ...	0
havneplads	På hans vej hen over havnepladsen hørte han stemmer bag et af redskabsskurene	I lighed med tidligere år er der gratis havneplads i Bogense i ugen før og efter sejladsen : Tuborg Fyn Cup 98	0
havre	i blandsæden, hvor byg og havre var sået sammen, kunne byggen være helt parat, mens havren bare var grøn	han gik ud og hentede en slevfuld havre for at trøste hesten	0
hed	De kommende overenskomstforhandlinger bliver særdeles hede, og måske bryder det hele sammen	Boudin slubrede lidt af kaffen i sig og skar en grimasse, da den hede væske brændte ham på tungen	0
hede	Solen er gylden og brændende, og heden får luften til at flimre	Efter 1850erne omdannede landmændene den ufrugtbare jyske hede til bølgende kornmarker	0
heftig	Den jugoslaviske våbenhvile hænger på ny i en meget tynd tråd efter heftige kampe fra fredag eftermiddag	Efter en heftig interrailtur med mere, kom hun hjem med udvidet kendskab til fransk	0
hejre	Hun havde det med at stikke sin næse i alting, den hejre	De voksne hejrer fanger fisk til sig selv og ungerne. Al føden må de skaffe ved at jage næbbet ned i det lave vand	0
heks	Alle vegne lurede farlige væsener, hekse, trolde, elverfolk, onde feer, lindorme og drager med tre hoveder	påståede hekse blev under tortur tvunget til at angive andre hekse, som igen, under tortur, angav andre	0
held	Vi lejede en båd og havde det held, at det var herligt vejr og havblik	med en smule held bliver vi nr. 5 ved disse B-verdensmesterskaber	1
heldig	De har været heldig at blive født i et frit land	Først i det nye år ved vi, hvem der fyres, og hvem der bliver de 30 heldige, som fortsætter	1
heldig	Kun flot og lidt heldigt spil af den danske målmand forhindrede, at danskerne kom bagud	Færø fik en hurtig og heldig rejse ad den sædvanlige rute	1
hele	De fleste kraniebrud består blot i en tynd revne, som i sig selv er uden betydning, og som heler af sig selv	udtræk af planten virker helende på sår	0
helhed	Økologien udspringer af et behov for at se på naturen som en helhed	døgnrytmen skal tilrettelægges med henblik på at skabe helhed og sammenhæng i en verden, som tager sig kaotisk ud for den demente	0
hellig	selvfølgelig troede hun ikke på det, den hellige kælling nede fra Forvaltningen	vi så det sted hvor Jesus blev korsfæstet og begravet -- det mest hellige sted vi kristne kan besøge	0
helse	en sund levevis, helse og naturkost går sandsynligvis aldrig af mode	hendes helse var nedslidt af årelang kamp mod astma	0
helt	11 af dagliglivets helte belønnes nu for at have reddet andre mennesker i nød med eget liv som indsats	renlivede helte bekæmper grusomme skurke, der som regel svarer igen ved at lægge djævelske fælder, som vor helt gang på gang må sno sig ud af	0
helvedes	Den helvedes møgpose er for stor til nedfaldsskakten	Hun er så varm, så hjælpsom og så helvedes dygtig både til at synge og til at spille skuespil	0
helårlig	Indboforsikringssummen er 351.500,- kr. Alligevel er den helårlige præmie kun 334,- kr.	Realkreditinstituttet forpligter sig til at betale rente som angivet (kvart-, halv- eller helårligt	0
henlægge	Juletræsfesten var henlagt til Centersalen i Storcentret for at undgå tidligere års deltagerbegrænsning	blomster må kun henlægges på den anviste plads	0
hensyn	Hjælpen ydes efter behov under hensyn til din egen formåen og muligheder for at klare dig i hverdagen	Sprogskolens hold sammensættes uden hensyn til køn, alder eller nationalitet	1
henvendelse	Nærmere oplysninger om stillingen kan fås ved henvendelse til Kirsten Overgaard-Jensen	Forbrugerstyrelsens telefonrådgivning får i denne tid mange henvendelser fra folk, der er i tvivl om, hvordan man nedsalter sild	0
henvise	Med en sejr over irerne er Danmark sikker på at vinde gruppe 6, og det vil være flot at henvise Sovjet til andenpladsen	Ofte er der i konsultationerne ikke så megen tid til at forklare, og så er det fint at kunne henvise til en bog, folk selv kan hente oplysningerne i	0
herberg	Langt de fleste af varmestuerne, kontaktcentrene, herbergerne og de beskyttede pensionater og kollegier drives af organisationer som Frelsens Hær	Politiet foranstalter jævnligt kontrol med pas og identitetspapirer i de kvarterer i Bangkok, hvor de billige herberger findes	0
herre	Kristian stiger til hest. Kanonerne tordner fra skibene i havnen og fra batterierne på voldene .. Nordens nye herre er kronet!	for herren og fruen skal i byen	0
herredømme	Danmark kæmpede med Sverige om herredømmet over Østersøen	Han kørte for hurtigt og mistede herredømmet over bilen, der efter en rutsjetur landede på taget	0
herregård	driftige købmænd ønsker at købe herregården og udstykke jorden til parceller	i den by Elinor kom fra, lå der en stor herregård. Den var bygget af røde munkesten og havde tårne og voldgrav	0
herskerinde	hun er den strenge herskerinde, guvernanten fra pornoens verden, der svirper pisken hen over ens bare rygstykker, når man har været en lille uartig dreng	Dronning Victoria havde gennem 64 år en umådelig magt som herskerinde over et kæmpemæssigt imperium	0
hertug	Nå, endelig passer det hertugen at komme!	Christian IV skrev til sin svoger hertug Johan Adolf af Gottorp	0
hest	alle må finde sig i et rimeligt højt støjniveau fra de to 940 hestes propel-motorer	Der kom Mads Jensen med sine to røde heste, de var blevet striglet og skinnede i solen	0
hestekraft	Med 509 hestekræfter får bilen en topfart på over 300 km/t	bilerne holder på stribe, snerrende af indestængte hestekræfter, foden på speederen parat	0
hi	Efter meget travle perioder bliver jeg også nødt til at gå lidt i hi for at lade op	Anna vidste, at bjørne gik i hi. Ligger i en hule og sover hele vinteren	0
hierarki	jo højere man kommer op i hierarkiet, jo dårligere er kvinderne repræsenteret, for eksempel er kun fem procent af alle professorer kvinder	I en flok på 25 lærer hønen hurtigt sin plads i hierarkiet og der bliver ro og stilfærdighed i hønsegården	1
hilse	lad os så tage glassene og hilse på hinanden og vore værtsfolk	På vejen til og fra alteret passerer han den katolske præst, som forvalter messen. De hilser med et nik på hinanden	0
hilsen	Hav det godt og hils omkring dig. Kærlig hilsen Vibeke	Kom godt hjem, grinede han og løftede hånden til hilsen, før han gik over til pølsevognen	0
himmel	Muhammeds rejse er så suppleret med en rejse gennem de syv himle op til Allahs trone	Prædikestolen med himmel er fra 1600-tallets midte	0
himmel	her til morgen, der var himlen jo i hvert fald meget blå, og solen stod som en gul kugle	Himlen er mørk, det stormer, regnen trommer mod taget, nu og da flænser et lyn himlen	1
hinde	Skræl appelsinerne med en skarp kniv, så man også får den hvide hinde af	Næste dag var der en tyk hinde mellem mig og omgivelserne	0
hindu	I går blev Gandhis sidste aske spredt, hvor Ganges og Jamunafloden mødes. Et helligt sted for hinduerne	Pedersen rejste til Indien og blev hindu	0
historie	Knud Rasmussen er ubestridt den største folkehelt i Grønlands historie	Ronald Reagan kaldte i sin tale Nixon for en patriot og sagde, at hvad han havde opnået udenrigspolitisk havde skaffet ham en særlig plads i historien	1
historie	Vel er det en ubehagelig historie med B &amp	Co. at få scoret de nødvendige mål. Det gør opgøret mod Lyngby til en ret åben historie	1
historie	Ser bogen ud til at indeholde nyhedsstof .. kan journalisten beslutte sig for at lave en historie på den eller skrælle den, som det hedder i journalistsproget	bedstefar fortalte gruopvækkende historier fra krigens gang	0
historiemaleri	I begyndelsen af 1800-tallet havde historiemaleriet atter fået et opsving i Danmark	Han malede endv. flere store historiemalerier og altertavler	0
hit	Fedtsugning tegner til at blive de kommende års helt store hit inden for den kosmetiske kirurgi	Hans melodi var blevet et hit. Den blev spillet døgnet rundt på byens værtshuse	0
hjem	han tog en taxi hjem til sin bopæl i Måløv	Pengene kommer fra et testamente, hvor der klart står, at de skal bruges på et hjem for alkoholikere	0
hjemby	Anja Palsvig er ung russer i Danmark. Hun er jævnlig i Moskva og følger udviklingen i sin hjemby	Skal den begærede undersøgelse foregå andetsteds end i Deres hjemby, ydes Dem rejsegodtgørelse	0
hjemland	som enhver ved, så bryder vi os fandme ikke om verdensmestre i jantelovens hjemland	Jeg tillader mig at antage, at mennesker ikke flygter fra deres hjemland for sjov!	0
hjemmearbejde	Santos havde hjemmearbejde i matematik og dansk, og jeg hjalp ham	hjemmearbejdet hobede sig på kommunalpolitikernes borde	0
hjemmearbejde	langt de fleste, som arbejder hjemme, sidder ved computeren. De har valgt hjemmearbejdet for at opnå fleksible arbejdstider	der er for mange, der ikke har lavet deres hjemmearbejde ordentligt	1
hjemmefødning	I mange henseender var han nok også lidt for naiv, hjemmefødning som han var	han er for meget en hjemmefødning til, at han kunne tænke sig at flytte udenlands	0
hjemtage	Svendborg Vinkompagni, der er leverandør til Brugsen, har hjemtaget 3 tyske vine til henholdsvis 40, 56 og 58 kroner	Indtil lånet er hjemtaget, forrentes det af køberen over for sælgeren fra skæringsdagen med nævnte obligationsrente	0
hjemvej	han trådte forkert og berørte to gange i træk den sorte streg mellem fliserne, hvorfor han selvfølgelig måtte vende om og søge en hjemvej uden om uheldsstedet	Kl. ca. 9 hos frisør til hårvask kr. 70, -- på hjemvejen købte jeg torsk i en specialforretning	0
hjerne	Sergei Korolev .. var hjernen bag det første russiske rumprogram	Jeltsins rådgivere er de mest lysende hjerner, der findes i dagens Rusland	0
hjerte	Pessimisme beror på en sund hjerne. Optimisme på et sundt hjerte	Bryllupsgaven var et hjerte i smaragd	0
hjerter	hver spiller taber 1 point for hver hjerter, som han får hjem	Et moderne spil har 52 kort fordelt i to sorte grupper: spar og klør, og to røde: hjerter og ruder	0
hjertesalat	på ægte vietnamesisk nem-vis pakkede jeg rullerne ind i blade af knasende sprød og frisk hjertesalat	Fem salattyper, friséesalat, Lollo Rossa, Radicchio, bindsalat og hjertesalat, deltager i kampagnen »Salatsymfoni«, der skal sætte kulør på danskerens salatskål	1
hjertesyg	Uden skinsyge kan man ikke rigtig være hjertesyg hos Hamsun	Drengen er hjertesyg og skal i år for tredje gang opereres for en forsnævret hovedpulsåre	0
hjort	Ovre på den anden side af grusvejen stod nogle hjorte og græssede roligt	At gå inden for hegnet og knalde en hjort ned, er det jagt?	1
hjul	Sønnen og stedmoren gik ned til møllen. Den lå ved et vandfald og blev trukket af et stort hjul	Ude på vejen stod der fem-seks drenge med flunkende nye fiskestænger af fiberglas med skinnende hjul	1
hjælp	Kan du huske om du fik penge hjemmefra, fik du lidt hjælp hjemmefra?	Panodil er hurtig hjælp mod hovedpine, muskel-, led- og menstruationssmerter	1
hjælp	Vores søn på 13 år er ordblind og skal have hjælp med lektierne	ved fælles hjælp fik de bjærget Jonas ind til bredden	1
hjælpe	brevet hjalp meget på mit humør	Min daværende kæreste hjalp mig over depressionen ved at løbetræne med mig	1
hjælpestof	branchen må hente rå- og hjælpestoffer ind fra udlandet til en værdi af 30 % af den samlede importværdi	Tekniske hjælpestoffer er tilsætningsstoffer, fødevareindustrien tilsætter under fremstillingen af fødevarerne for at opnå en bestemt effekt i den færdige mad	0
hjørne	Filippo samlede brødet og pølsen midt på klædet, foldede hjørnerne op og bandt en knude	Benny havde været i det kreative hjørne og lavet en collage	0
hjørne	Fra alle hjørner af landet strømmer det ind med telefonopringninger	Vi venner kommer stimlende / fra alle hjørner vrimlende, / at fejre Guld er glimrende. / Nu skal der holdes fest	1
hjørne	Stormen hylede og peb og skreg omkring hjørner og tage	Der var hygge i stuen. Juletræet stod i hjørnet ved siden af fjernsynet og var smukt pyntet	1
hjørne	På hjørnet af Kastrupvej og Gurlisvej lå en aviskiosk	Udviklingen af membraner til filtrering indledtes i et hjørne af Nakskov Sukkerfabrik i 1965	1
hjørne	vi vil nøjes med at beskæftige os med et lille hjørne af kemisk industri, nemlig plastikfremstillingen	allerede efter tyve minutters spil .. skulle holdets store spiller, Zinedine Zidane, sparke hjørne	0
hjørneskab	Ude i en mellemgang var der et trekantet hjørneskab. Det var låst med en lille nøgle	hjørneskabet .. med vinkellåge fylder 90 cm på hver led og de øvrige skabe kan umiddelbart sammenkobles med dette	0
hoben	En stor hoben varer er efterhånden overgået i Povl Ærenlunds eje. Nogle er allerede anbragt i lastbilen og andre ligger fortsat til afhentning	så gik han sin vej, men alle hans penge, de lå i en stor hoben foran Mads Speiser	0
hof	I 1600-tallet begyndte en vældig opblomstring af musiklivet ved hoffet, især takket være Christian 4.	Et værtshus på 567 Hudson Street blev et litterært mødested, da først Norman Mailer og siden Dylan Thomas begyndte at holde hof her	0
hofte	Hun gik let fjedrende, med et lille svaj i ryggen og en rytmisk vuggen i hofterne	Slidgigt i hofter og knæ giver mange problemer i dagligdagen	0
hold	Fra teologisk hold plejer man at afvise reinkarnation ved at stemple det som hinduisme	Kvinden blev skudt på klos hold .. og hun var død på stedet	0
hold	Der starter fire hold om året, så det er let for hundeejere at finde et hold, der passer netop dem	jeg hentede det færdige vasketøj og puttede et nyt hold i maskinen	0
holdbarhed	En god brødkasse forlænger brødets holdbarhed betydeligt	For holdbarhedens skyld bør De ikke spare på salt eller citron/eddike ved råmarineringen	0
holde	Jeg håber at jeg kan holde kontakt med John, som er min musiklærer, selv om jeg flytter	Jeg har ikke råd til at holde bil	0
holde	jeg forsøgte at holde en snak i gang, men søvnen overvandt hende	man skulle selv holde fortovene om vinteren	1
holde	Tagpappet skal nok holde med den hældning, der er på	Vi holder jævnligt familieråd, og dér diskuterer vi alle problemer	0
holde ''fast	de lægger meget vægt på at holde fast i hjemlandets kultur, fordi den er en del af dem selv	Jeg vil alligevel holde fast i, at hun skal lære at tage hensyn og være tolerant	0
holdeplads	Den sidste holdeplads før plejehjem eller beskyttet bolig er ofte et dagcenter, hvor de ældre er i dagtimerne	Diana startede bilen og kørte ud af byen, nordpå. Efter en halv time kørte hun ind på en holdeplads og slukkede for motoren	0
holdning	Pigen, der viste sig at være halvgammel, var lang og ranglet og havde en dårlig holdning	Det var sjældent, hun bebrejdede mig direkte, men hendes holdning lå i luften	0
